timestamp,pool_hashrate,network_hashrate,network_height,pool_blocks_found,last_block_found,last_template_fetched,round_hashrate,round_hashes,payment_threshold,pool_fee,pool_port,pool_ssl_port,allow_self_select,connected_miners
2025-05-18 08:37:01,37490729,5026527975,3414268,3,1747468615,1747557419,0,1553854080000,0,0,4242,0,1,1
2025-05-18 08:37:03,37490729,5026527975,3414268,3,1747468615,1747557419,0,1554084080000,0,0,4242,0,1,1
2025-05-18 08:37:04,37490729,5026527975,3414268,3,1747468615,1747557419,0,1554234080000,0,0,4242,0,1,1
2025-05-18 08:37:06,37490729,5026527975,3414268,3,1747468615,1747557419,0,1554404080000,0,0,4242,0,1,1
2025-05-18 08:37:08,37490729,5026527975,3414268,3,1747468615,1747557419,0,1554524080000,0,0,4242,0,1,1
2025-05-18 08:37:09,37490729,5026527975,3414268,3,1747468615,1747557419,0,1554744080000,0,0,4242,0,1,1
2025-05-18 08:37:11,43164251,5026527975,3414268,3,1747468615,1747557429,0,1554764080000,0,0,4242,0,1,1
2025-05-18 08:37:12,43164251,5026527975,3414268,3,1747468615,1747557429,0,1554934080000,0,0,4242,0,1,1
2025-05-18 08:37:14,43164251,5026527975,3414268,3,1747468615,1747557429,0,1555104080000,0,0,4242,0,1,1
2025-05-18 08:37:15,43164251,5026527975,3414268,3,1747468615,1747557429,0,1555284080000,0,0,4242,0,1,1
2025-05-18 08:37:17,43164251,5026527975,3414268,3,1747468615,1747557429,0,1555474080000,0,0,4242,0,1,1
2025-05-18 08:37:18,43164251,5026527975,3414268,3,1747468615,1747557429,0,1555584080000,0,0,4242,0,1,1
2025-05-18 08:37:20,47279230,5026527975,3414268,3,1747468615,1747557439,0,1555744080000,0,0,4242,0,1,1
2025-05-18 08:37:21,47279230,5026527975,3414268,3,1747468615,1747557439,0,1555854080000,0,0,4242,0,1,1
2025-05-18 08:37:23,47279230,5026527975,3414268,3,1747468615,1747557439,0,1556084080000,0,0,4242,0,1,1
2025-05-18 08:37:24,47279230,5026527975,3414268,3,1747468615,1747557439,0,1556224080000,0,0,4242,0,1,1
2025-05-18 08:37:26,47279230,5026527975,3414268,3,1747468615,1747557439,0,1556354080000,0,0,4242,0,1,1
2025-05-18 08:37:27,47279230,5026527975,3414268,3,1747468615,1747557439,0,1556444080000,0,0,4242,0,1,1
2025-05-18 08:37:29,47279230,5026527975,3414268,3,1747468615,1747557439,0,1556574080000,0,0,4242,0,1,1
2025-05-18 08:37:30,51171740,5026527975,3414268,3,1747468615,1747557449,0,1556704080000,0,0,4242,0,1,1
2025-05-18 08:37:32,51171740,5026527975,3414268,3,1747468615,1747557449,0,1556834080000,0,0,4242,0,1,1
2025-05-18 08:37:33,51171740,5026527975,3414268,3,1747468615,1747557449,0,1556984080000,0,0,4242,0,1,1
2025-05-18 08:37:34,51171740,5026527975,3414268,3,1747468615,1747557449,0,1557074080000,0,0,4242,0,1,1
2025-05-18 08:37:36,51171740,5026527975,3414268,3,1747468615,1747557449,0,1557264080000,0,0,4242,0,1,1
2025-05-18 08:37:38,51171740,5026527975,3414268,3,1747468615,1747557449,0,1557474080000,0,0,4242,0,1,1
2025-05-18 08:37:40,54315312,5026527975,3414268,3,1747468615,1747557459,0,1557594080000,0,0,4242,0,1,1
2025-05-18 08:37:41,54315312,5026527975,3414268,3,1747468615,1747557459,0,1557774080000,0,0,4242,0,1,1
